Rk,Player,Pos,Tm,Salary
1,Dak Prescott\PresDa01,QB,DAL,31409000.00
2,Jimmy Garoppolo\GaroJi00,QB,SFO,23800000.00
3,Trent Brown\BrowTr02,OT,LVR,21250000.00
4,Derek Carr\CarrDe02,QB,LVR,18900000.00
5,Russell Wilson\WilsRu00,QB,SEA,18000000.00
6,A.J. Green\GreeA.00,WR,CIN,17971000.00
7,Ryan Tannehill\TannRy00,QB,TEN,17500000.00
8,Aaron Donald\DonaAa00,DT,LAR,17000000.00
9,Matt Judon\JudoMa00,DE,BAL,16808000.00
10,Leonard Williams\WillLe02,DT,NYG,16126000.00
,Chris Jones\JoneCh09,DT,KAN,16126000.00
12,Taylor Lewan\LewaTa00,OT,TEN,16000000.00
,Chandler Jones\JoneCh03,DE,ARI,16000000.00
,Alex Smith\SmitAl03,QB,WAS,16000000.00
15,Shaquil Barrett\BarrSh00,OLB,TAM,15828000.00
,Bud Dupree\DuprAl00,DE,PIT,15828000.00
17,J.J. Watt\WattJ.00,DE,HOU,15500000.00
18,Brandon Scherff\ScheBr00,G,WAS,15030000.00
19,Tom Brady\BradTo00,QB,TAM,15000000.00
20,Joe Thuney\ThunJo00,OG,NWE,14781000.00
21,T.Y. Hilton\HiltT.00,WR,IND,14542000.00
22,Donovan Smith\SmitDo02,OT,TAM,14500000.00
23,Stefon Diggs\DiggSt00,WR,BUF,14200000.00
24,Odell Beckham Jr.\BeckOd00,WR,CLE,14000000.00
,Melvin Ingram\IngrMe00,DE,LAC,14000000.00
26,Khalil Mack\MackKh00,OLB,CHI,13300000.00
27,Jarvis Landry\LandJa00,WR,CLE,13000000.00
,Philip Rivers\RivePh00,QB,IND,13000000.00
,A.J. Bouye\BouyA.00,CB,DEN,13000000.00
,Stephon Gilmore\GilmSt00,CB,NWE,13000000.00
,Russell Okung\OkunRu20,T,CAR,13000000.00
32,Myles Jack\JackMy00,OLB,JAX,12750000.00
33,Kawann Short\ShorKa00,DT,CAR,12500000.00
,Trent Williams\WillTr21,T,SFO,12500000.00
35,DeForest Buckner\BuckDe00,DT,IND,12378000.00
36,Patrick Peterson\PetePa00,CB,ARI,12050000.00
37,Frank Clark\ClarFr01,DE,KAN,12000000.00
,Davante Adams\AdamDa01,WR,GNB,12000000.00
39,Xavien Howard\HowaXa00,CB,MIA,11900000.00
,Sheldon Richardson\RichSh00,DT,CLE,11900000.00
41,Ryan Kerrigan\KerrRy00,DE,WAS,11500000.00
42,Justin Simmons\SimmJu00,FS,DEN,11441000.00
,Anthony Harris\HarrAn01,DB,MIN,11441000.00
44,Jurrell Casey\CaseJu00,DL,DEN,11250000.00
45,Julio Jones\JoneJu02,WR,ATL,11200000.00
46,Tyrann Mathieu\MathTy00,CB,KAN,11150000.00
47,Trey Flowers\FlowTr00,DE,DET,11125000.00
48,Geno Atkins\AtkiGe99,DT,CIN,11100000.00
49,Larry Fitzgerald\FitzLa00,WR,ARI,11000000.00
,Kareem Jackson\JackKa99,DB,DEN,11000000.00
,Byron Jones\JoneBy00,CB,MIA,11000000.00
,Malcolm Butler\ButlMa01,CB,TEN,11000000.00
53,Allen Robinson\RobiAl02,WR,CHI,10900000.00
54,Laremy Tunsil\TunsLa00,OT,HOU,10850000.00
55,Bobby Wagner\WagnBo00,ILB,SEA,10750000.00
,Lavonte David\DaviLa00,OLB,TAM,10750000.00
57,Hunter Henry\HenrHu00,TE,LAC,10607000.00
58,David Bakhtiari\BakhDa00,OT,GNB,10500000.00
,Whitney Mercilus\MercWh00,DE,HOU,10500000.00
60,Akiem Hicks\HickAk00,DE,CHI,10200000.00
,David Johnson\JohnDa08,RB,HOU,10200000.00
62,Will Fuller\FullWi01,WR,HOU,10162000.00
63,Kevin Zeitler\ZeitKe00,G,NYG,10000000.00
,Ryan Jensen\JensRy00,T,TAM,10000000.00
,Marcus Peters\PeteMa00,CB,BAL,10000000.00
,Anthony Barr\BarrAn00,OLB,MIN,10000000.00
,Amari Cooper\CoopAm00,WR,DAL,10000000.00
,Landon Collins\CollLa00,SS,WAS,10000000.00
69,William Jackson III\JackWi02,CB,CIN,9954000.00
70,Alshon Jeffery\JeffAl00,WR,PHI,9910000.00
71,Casey Hayward\HaywCa00,DB,LAC,9750000.00
72,Rodger Saffold\SaffRo20,T,TEN,9500000.00
,Kirk Cousins\CousKi00,QB,MIN,9500000.00
74,Gabe Jackson\JackGa00,OG,LVR,9350000.00
75,Rob Gronkowski\GronRo00,TE,TAM,9000000.00
,Andrew Norwell\NorwAn01,G,JAX,9000000.00
,Stephon Tuitt\TuitSt00,DT,PIT,9000000.00
78,Eric Fisher\FishEr00,OT,KAN,8750000.00
,Duane Brown\BrowDu20,T,SEA,8750000.00
80,Trai Turner\TurnTr01,OG,LAC,8500000.00
,Jamison Crowder\CrowJa00,WR,NYJ,8500000.00
,Tyler Lockett\LockTy00,WR,SEA,8500000.00
,Travis Kelce\KelcTr00,TE,KAN,8500000.00
,Joel Bitonio\BitoJo00,OT,CLE,8500000.00
85,Kenyan Drake\DrakKe00,RB,ARI,8483000.00
86,Ronnie Stanley\StanRo00,OT,BAL,8366000.00
87,Harrison Smith\SmitHa00,FS,MIN,8350000.00
88,Tre'Davious White\WhitTr01,CB,BUF,8250000.00
89,Tyrone Crawford\CrawTy00,DE,DAL,8000000.00
,Justin Houston\HousJu00,LB,IND,8000000.00
,Brandin Cooks\CookBr00,WR,HOU,8000000.00
,Richard Sherman\SherRi00,DB,SFO,8000000.00
,Yannick Ngakoue\NgakYa00,OLB,2TM,8000000.00
,Teddy Bridgewater\BridTe00,QB,CAR,8000000.00
,Alex Mack\MackAl20,C,ATL,8000000.00
,Ryan Fitzpatrick\FitzRy00,QB,MIA,8000000.00
97,Golden Tate\TateGo00,WR,NYG,7975000.00
98,Charles Leno Jr.\LenoCh00,OG,CHI,7900000.00
99,Carlos Dunlap\DunlCa99,DE,2TM,7800000.00
,Anthony Hitchens\HitcAn00,OLB,KAN,7800000.00
101,Corey Linsley\LinsCo00,C,GNB,7650000.00
102,Carl Nassib\NassCa00,DE,LVR,7500000.00
,Marcus Mariota\MariMa01,QB,LVR,7500000.00
104,Darren Waller\WallDa01,WR,LVR,7280000.00
105,Nick Martin\MartNi00,C,HOU,7250000.00
,Justin Pugh\PughJu00,OG,ARI,7250000.00
107,Matthew Stafford\StafMa00,QB,DET,7200000.00
108,John Brown\BrowJo02,WR,BUF,7050000.00
109,Kyle Rudolph\RudoKy00,TE,MIN,7025000.00
110,Adam Humphries\HumpAd00,WR,TEN,7000000.00
,Henry Anderson\AndeHe00,DE,NYJ,7000000.00
,Nick Kwiatkoski\KwiaNi00,ILB,LVR,7000000.00
,Sammy Watkins\WatkSa00,WR,KAN,7000000.00
,DaQuan Jones\JoneDa04,DT,TEN,7000000.00
,Brandon Linder\LindBr00,OG,JAX,7000000.00
,Anthony Castonzo\CastAn00,LT,IND,7000000.00
,Jared Cook\CookJa02,TE,NOR,7000000.00
118,Kenny Stills\StilKe00,WR,HOU,6975000.00
119,Justin Coleman\ColeJu01,CB,DET,6950000.00
120,Bobby Massie\MassBo00,T,CHI,6900000.00
121,Taylor Decker\DeckTa00,OT,DET,6850000.00
122,Ezekiel Elliott\ElliEz00,RB,DAL,6800000.00
123,Mitch Morse\MorsMi00,OT,BUF,6775000.00
124,Olivier Vernon\VernOl00,DE,CLE,6750000.00
125,Zach Ertz\ErtzZa00,TE,PHI,6660000.00
126,Jerry Hughes\HughJe99,DE,BUF,6650000.00
127,Marvin Jones\JoneMa02,WR,DET,6500000.00
,Morgan Moses\MoseMo00,OT,WAS,6500000.00
,Jason Pierre-Paul\PierJa99,DE,TAM,6500000.00
130,Sterling Shepard\ShepSt00,WR,NYG,6475000.00
131,Keanu Neal\NealKe01,FS,ATL,6466000.00
132,Trent Murphy\MurpTr00,DE,BUF,6425000.00
133,Shaq Lawson\LawsSh00,DE,MIA,6400000.00
134,DeSean Jackson\JackDe00,WR,PHI,6200000.00
135,Benardrick McKinney\McKiBe00,ILB,HOU,6000000.00
,Jacoby Brissett\BrisJa00,QB,IND,6000000.00
,D.J. Hayden\HaydDJ00,CB,JAX,6000000.00
,Jordan Hicks\HickJo00,OLB,ARI,6000000.00
139,Riley Reiff\ReifRi00,OT,MIN,5900000.00
140,Deion Jones\JoneDe01,OLB,ATL,5850000.00
141,Maliek Collins\CollMa00,DT,LVR,5750000.00
,Kenny Moore\MoorKe03,CB,IND,5750000.00
143,Keenan Allen\AlleKe00,WR,LAC,5500000.00
,Bobby McCain\McCaBo01,CB,MIA,5500000.00
,Matt Paradis\ParaMa00,C,CAR,5500000.00
146,Ryan Kelly\KellRy00,C,IND,5350000.00
147,Mitchell Schwartz\SchwMi00,T,KAN,5320000.00
148,Denico Autry\AutrDe00,DE,IND,5300000.00
149,Jadeveon Clowney\ClowJa00,DE,TEN,5250000.00
,Ricardo Allen\AlleRi00,CB,ATL,5250000.00
,Mario Addison\AddiMa00,DE,BUF,5250000.00
,Ben Jones\JoneBe01,C,TEN,5250000.00
153,Jaylon Smith\SmitJa05,OLB,DAL,5171000.00
154,Ali Marpet\MarpAl00,C,TAM,5125000.00
155,Kyle Juszczyk\JuszKy00,FB,SFO,5050000.00
156,Grady Jarrett\JarrGr00,DT,ATL,5001000.00
157,Leonard Floyd\FloyLe00,OLB,LAR,5000000.00
,Calais Campbell\CampCa99,DE,BAL,5000000.00
,Tyrod Taylor\TaylTy00,QB,LAC,5000000.00
,Connor McGovern\McGoCo00,OG,NYJ,5000000.00
,Mark Glowinski\GlowMa00,OG,IND,5000000.00
,Shaq Mason\MasoSh01,G,NWE,5000000.00
,Alejandro Villanueva\VillAl00,T,PIT,5000000.00
,Quandre Diggs\DiggQu00,CB,SEA,5000000.00
,Andrew Whitworth\WhitAn20,T,LAR,5000000.00
,Jack Conklin\ConkJa00,OT,CLE,5000000.00
,Robert Woods\WoodRo02,WR,LAR,5000000.00
,K.J. Wright\WrigK.00,LB,SEA,5000000.00
,Richie Incognito\IncoRi20,G,LVR,5000000.00
170,Adam Thielen\ThieAd00,WR,MIN,4800000.00
171,William Gholston\GholWi00,DE,TAM,4750000.00
,Jamon Brown\BrowJa04,OT,PHI,4750000.00
173,A.J. Cann\CannA.00,OG,JAX,4675000.00
174,Buster Skrine\SkriBu00,DB,CHI,4650000.00
175,Lamarcus Joyner\JoynLa00,CB,LVR,4600000.00
,George Fant\FantGe00,T,NYJ,4600000.00
177,Tevin Coleman\ColeTe01,RB,SFO,4550000.00
178,Kyle Fuller\FullKy00,CB,CHI,4500000.00
,Nick Easton\EastNi00,C,NOR,4500000.00
,Desmond Trufant\TrufDe00,CB,DET,4500000.00
,Bradley Roby\RobyBr00,CB,HOU,4500000.00
,Nick Boyle\BoylNi00,TE,BAL,4500000.00
183,Cole Beasley\BeasCo00,WR,BUF,4400000.00
184,Preston Smith\SmitPr00,DE,GNB,4350000.00
,Robbie Gould\gouldrob01,K,SFO,4350000.00
186,Jaquiski Tartt\TartJa00,SS,SFO,4300000.00
187,Cameron Brate\BratCa00,TE,TAM,4250000.00
,Kenny Vaccaro\VaccKe00,FS,TEN,4250000.00
,Brandon Williams\WillBr02,DT,BAL,4250000.00
190,Tyler Boyd\BoydTy00,WR,CIN,4200000.00
,Matthew Ioannidis\IoanMa01,DT,WAS,4200000.00
192,Cordarrelle Patterson\PattCo00,WR,CHI,4150000.00
193,Malcom Brown\BrowMa01,DT,NOR,4100000.00
,Jarran Reed\ReedJa02,DT,SEA,4100000.00
195,Fletcher Cox\CoxxFl00,DT,PHI,4035000.00
196,Kareem Hunt\HuntKa00,RB,CLE,4009000.00
197,Jamie Collins\CollJa00,OLB,DET,4000000.00
,Ka'imi Fairbairn\FairKa01,K,HOU,4000000.00
,Blake Martinez\MartBl01,ILB,NYG,4000000.00
,Micah Hyde\HydeMi00,CB,BUF,4000000.00
,Halapoulivaati Vaitai\VaitHa00,OT,DET,4000000.00
,Shaq Thompson\ThomSh01,OLB,CAR,4000000.00
,Mark Ingram\IngrMa01,RB,BAL,4000000.00
,Vince Williams\WillVi01,ILB,PIT,4000000.00
,Nick Foles\FoleNi00,QB,CHI,4000000.00
,J.C. Tretter\TretJC00,OG,CLE,4000000.00
,Mike Evans\EvanMi00,WR,TAM,4000000.00
,Robby Anderson\AndeRo04,WR,CAR,4000000.00
209,Shawn Williams\WillSh02,SS,CIN,3935000.00
210,James Bradberry\BradJa00,CB,NYG,3900000.00
211,Jesse Davis\DaviJe00,T,MIA,3855000.00
212,Jesse James\JameJe00,TE,DET,3800000.00
213,Jakeem Grant\GranJa00,WR,MIA,3780000.00
214,Randall Cobb\CobbRa00,WR,HOU,3750000.00
,Emmanuel Ogbah\OgbaEm00,DE,MIA,3750000.00
,James Carpenter\CarpJa00,LG,ATL,3750000.00
,Quinton Jefferson\JeffQu00,DT,BUF,3750000.00
,Johnathan Hankins\HankJo00,DT,LVR,3750000.00
219,Willie Snead\SneaWi00,WR,BAL,3662059.00
220,Bradley McDougald\McDoBr01,FS,NYJ,3600000.00
,Daniel Sorensen\SoreDa01,S,KAN,3600000.00
,Shamar Stephen\StepSh00,DT,MIN,3600000.00
,Duke Johnson\JohnDu00,RB,HOU,3600000.00
224,Jake Matthews\MattJa00,OT,ATL,3550000.00
225,Justin Tucker\TuckJu00,K,BAL,3500000.00
,Vic Beasley\BeasVi00,OLB,2TM,3500000.00
,Todd Gurley\GurlTo01,RB,ATL,3500000.00
,J.R. Sweezy\SweeJ.00,G,ARI,3500000.00
,Johnny Hekker\HekkJo00,P,LAR,3500000.00
,Jason Witten\WittJa00,TE,LVR,3500000.00
,Duron Harmon\HarmDu00,FS,DET,3500000.00
232,Abry Jones\JoneAb00,DT,JAX,3400000.00
,Tyler Kroft\KrofTy00,TE,BUF,3400000.00
234,Jalen Richard\RichJa01,RB,LVR,3375000.00
235,Julian Edelman\EdelJu00,WR,NWE,3300000.00
236,Adam Butler\ButlAd00,DT,NWE,3259000.00
,Elijah Wilkinson\WilkEl00,OT,DEN,3259000.00
,Nicholas Morrow\MorrNi00,LB,LVR,3259000.00
,Jacob Hollister\HollJa03,TE,SEA,3259000.00
,Michael Davis\DaviMi03,,LAC,3259000.00
,Matt Feiler\FeilMa00,T,PIT,3259000.00
,Zane Gonzalez\GonzZa00,K,ARI,3259000.00
,Roy Robertson-Harris\RobeRo00,DE,CHI,3259000.00
,Keelan Cole\ColeKe00,WR,JAX,3259000.00
,Mike Hilton\HiltMi01,CB,PIT,3259000.00
,Kendrick Bourne\BourKe00,WR,SFO,3259000.00
,Eric Wilson\WilsEr00,ILB,MIN,3259000.00
,Mike Purcell\PurcMi00,DT,DEN,3259000.00
,Matt Breida\BreiMa00,RB,MIA,3259000.00
250,Quinton Dunbar\DunbQu00,CB,SEA,3250000.00
251,Damien Wilson\WilsDa02,ILB,KAN,3200000.00
,Jonathan Jones\JoneJo03,DB,NWE,3200000.00
253,Wil Lutz\LutzWi00,K,NOR,3100000.00
,Lawrence Guy\GuyxLa00,DT,NWE,3100000.00
,Seth Roberts\RobeSe00,WR,CAR,3100000.00
,Ty Nsekhe\NsekTy00,T,BUF,3100000.00
,Giovani Bernard\BernGi00,RB,CIN,3100000.00
258,C.J. Uzomah\UzomC.00,TE,CIN,3050000.00
259,Jimmy Graham\GrahJi00,TE,CHI,3000000.00
,Everson Griffen\GrifEv99,DE,2TM,3000000.00
,Vonn Bell\BellVo00,SS,CIN,3000000.00
,Ndamukong Suh\SuhxNd99,DT,TAM,3000000.00
,Robert Quinn\QuinRo00,DE,CHI,3000000.00
,James White\WhitJa02,RB,NWE,3000000.00
,Breshad Perriman\PerrBr02,WR,NYJ,3000000.00
,Derrick Henry\HenrDe00,RB,TEN,3000000.00
,David Andrews\AndrDa00,C,NWE,3000000.00
,Danny Trevathan\TrevDa00,OLB,CHI,3000000.00
,Corey Peters\PeteCo00,DT,ARI,3000000.00
,Josh Lambo\LambJo00,K,JAX,3000000.00
,Kyle Van Noy\VanNKy00,OLB,MIA,3000000.00
,Ted Karras\KarrTe00,OG,MIA,3000000.00
,Brandon McManus\McMaBr01,K,DEN,3000000.00
274,Tavon Young\YounTa01,CB,BAL,2986000.00
275,Mike Davis\DaviMi01,RB,CAR,2950000.00
,Austin Blythe\BlytAu00,C,LAR,2950000.00
,Thomas Morstead\MorsTh00,P,NOR,2950000.00
278,Nick Williams\WillNi01,DT,DET,2900000.00
279,Raheem Mostert\MostRa00,RB,SFO,2875000.00
280,Jeff Heath\HeatJe00,S,LVR,2850000.00
,Maxx Williams\WillMa04,TE,ARI,2850000.00
,Bobby Hart\HartBo00,OG,CIN,2850000.00
,Troy Hill\HillTr01,CB,LAR,2850000.00
284,Latavius Murray\MurrLa00,RB,NOR,2800000.00
,Josh Norman\NormJo01,CB,BUF,2800000.00
,Vernon Butler\ButlVe00,DT,BUF,2800000.00
287,John Ross\RossJo00,WR,CIN,2798981.00
288,Tyson Alualu\AluaTy99,DT,PIT,2750000.00
,Romeo Okwara\OkwaRo01,DE,DET,2750000.00
,Eric Murray\MurrEr00,CB,HOU,2750000.00
,Avery Williamson\WillAv00,ILB,2TM,2750000.00
,Darren Fells\FellDa01,TE,HOU,2750000.00
293,Virgil Green\GreeVi00,TE,LAC,2700000.00
,Bradley Pinion\PiniBr00,P,TAM,2700000.00
,Matt Prater\PratMa20,K,DET,2700000.00
296,Markus Golden\GoldMa00,OLB,2TM,2651319.00
297,Jon Feliciano\FeliJo00,OG,BUF,2650000.00
,Lee Smith\SmitLe00,TE,BUF,2650000.00
,Jason McCourty\McCoJa99,DB,NWE,2650000.00
300,Kyler Fackrell\FackKy00,OLB,NYG,2600000.00
,Jason Myers\MyerJa00,K,SEA,2600000.00
302,Marshon Lattimore\LattMa01,CB,NOR,2559486.00
303,Trey Hopkins\HopkTr01,G,CIN,2550000.00
304,Brandon Dunn\DunnBr00,DT,HOU,2500000.00
,Kevin Huber\HubeKe20,P,CIN,2500000.00
,Bruce Irvin\IrviBr00,DE,SEA,2500000.00
,Arik Armstead\ArmsAr01,DE,SFO,2500000.00
,Jimmy Smith\SmitJi03,CB,BAL,2500000.00
,Zach Fulton\FultZa00,OG,HOU,2500000.00
,Joe Schobert\SchoJo00,OLB,JAX,2500000.00
,Terrance Mitchell\MitcTe00,CB,CLE,2500000.00
,Graham Glasgow\GlasGr00,OG,DEN,2500000.00
313,Jarrod Wilson\WilsJa00,S,JAX,2450000.00
314,Dustin Hopkins\HopkDu00,K,WAS,2400000.00
315,Erik Harris\HarrEr00,DB,LVR,2350000.00
316,Harrison Butker\ButkHa00,K,KAN,2345000.00
317,Haason Reddick\ReddHa00,OLB,ARI,2302904.00
318,Joe Looney\LoonJo01,G,DAL,2300000.00
319,Austin Reiter\ReitAu00,C,KAN,2275000.00
,Chris Conley\ConlCh00,WR,JAX,2275000.00
321,Blake Jarwin\JarwBl00,TE,DAL,2250000.00
,Devin McCourty\McCoDe99,DB,NWE,2250000.00
,Ricky Wagner\WagnRi00,OT,GNB,2250000.00
,Quinton Spain\SpaiQu00,OG,2TM,2250000.00
,Stephen Weatherly\WeatSt00,OLB,CAR,2250000.00
,Kendall Lamm\LammKe00,T,CLE,2250000.00
,Derek Wolfe\WolfDe00,DT,BAL,2250000.00
,Cameron Jordan\JordCa00,DE,NOR,2250000.00
,Mackensie Alexander\AlexMa01,CB,CIN,2250000.00
330,Derek Barnett\BarnDe01,DE,PHI,2217378.00
331,Billy Turner\TurnBi00,OT,GNB,2200000.00
,A.J. Klein\KleiAJ00,ILB,BUF,2200000.00
333,Malik Hooker\HookMa00,FS,IND,2183169.00
334,Eric Rowe\RoweEr00,CB,MIA,2175000.00
,Stephen Hauschka\HausSt00,K,JAX,2175000.00
336,Demarcus Robinson\RobiDe01,WR,KAN,2160000.00
337,Chris Hubbard\HubbCh00,G,CLE,2150000.00
,K'Waun Williams\WillKW00,DB,SFO,2150000.00
339,Ahkello Witherspoon\WithAh00,CB,SFO,2133000.00
,Brian Hill\HillBr02,RB,ATL,2133000.00
,Carl Lawson\LawsCa00,DE,CIN,2133000.00
,Anthony Walker\WalkAn01,LB,IND,2133000.00
,Chris Godwin\GodwCh00,WR,TAM,2133000.00
,Dede Westbrook\WestDe00,WR,JAX,2133000.00
,Aaron Jones\JoneAa00,RB,GNB,2133000.00
,Matt Haack\HaacMa00,P,MIA,2133000.00
,Chase Roullier\RoulCh00,C,WAS,2133000.00
,Jonnu Smith\SmitJo01,TE,TEN,2133000.00
,Davon Godchaux\GodcDa00,DT,MIA,2133000.00
,Marlon Mack\MackMa00,RB,IND,2133000.00
,Grover Stewart\StewGr00,DT,IND,2133000.00
,Jermaine Eluemunor\ElueJe00,OG,NWE,2133000.00
,Brandon Wilson\WilsBr01,CB,CIN,2133000.00
,Jourdan Lewis\LewiJo01,CB,DAL,2133000.00
,Deatrich Wise Jr.\WiseDe00,DE,NWE,2133000.00
,Jayon Brown\BrowJa06,ILB,TEN,2133000.00
,Chris Wormley\WormCh00,DT,PIT,2133000.00
,Pat Elflein\ElflPa00,C,2TM,2133000.00
,Dan Feeney\FeenDa00,OG,LAC,2133000.00
,Julie'n Davenport\DaveJu00,OT,MIA,2133000.00
,Shaquill Griffin\GrifSh00,DB,SEA,2133000.00
,Jamaal Williams\WillJa06,RB,GNB,2133000.00
,Sam Tevi\TeviSa00,OT,LAC,2133000.00
,Kenny Golladay\GollKe00,WR,DET,2133000.00
,Rayshawn Jenkins\JenkRa00,FS,LAC,2133000.00
,Josh Reynolds\ReynJo00,WR,LAR,2133000.00
,Jeremy Sprinkle\SpriJe00,TE,WAS,2133000.00
,Matt Milano\MilaMa00,OLB,BUF,2133000.00
,Nate Hairston\HairNa00,CB,2TM,2133000.00
,Fabian Moreau\MoreFa00,CB,WAS,2133000.00
,Damontae Kazee\KazeDa00,CB,ATL,2133000.00
,Cethan Carter\CartCe00,TE,CIN,2133000.00
,Xavier Woods\WoodXa00,SS,DAL,2133000.00
,John Johnson\JohnJo10,S,LAR,2133000.00
,Dylan Cole\ColeDy00,LB,HOU,2133000.00
,Larry Ogunjobi\OgunLa00,DT,CLE,2133000.00
,Matt Skura\SkurMa01,C,BAL,2133000.00
,Chris Carson\CarsCh00,RB,SEA,2133000.00
